index,tweet_id
2665,1299730373748948992
2670,1298537500152139776
2676,1296982185866604544
2681,1296589694780809217
2686,1296197044839821320
2696,1294173774816976896
2705,1293388582024024069
2710,1292241021867307008
2712,1291833359673556992
2716,1291425649215905795
2726,1290640502375710727
2731,1290232780161310721
2734,1289432542983012353
2737,1289024800082538497
2738,1289024798778064896
2753,1287107206052294657
2754,1287107201346265090
2771,1284042020609236992
2776,1283619176939126785
2816,1293805040763895809
2816,1293265020944621569
2817,1292944851445485568
2817,1290755971287937024
2818,1290557398130851842
2822,1284396836367851527
2823,1283990272674856960
2824,1283672029032599555
2832,1300441098884657154
2832,1299209996010500096
2837,1296564162374569984
2837,1296483288849293313
2837,1296435073496109062
2842,1293261490368262145
2847,1289060525687676934
2850,1289107889961959424
2858,1285850400474759169
2860,1284768945392754688
2860,1284759207779205120
2865,1282222505672024064
2865,1282060431385919488
2871,1297189289747513344
2871,1297019670709575680
2875,1286571130266894336
2909,1291736891918884866
2926,1291019363726708736
2940,1281847813878566912
2948,1279402748438593538
2990,1282721768134840320
2992,1295669455880704002
3008,1298749761042997248
3060,1297915229423071232
3060,1297870319399690241
3060,1297763048115953665
3060,1297648824756797441
3060,1297648328763637760
3076,1289894134493270023
3076,1289392076426100736
3089,1288872769678008320
3127,1286964422439833600
3127,1286828526415511552
3127,1286747995606786049
3168,1290249527979462656
3168,1290239666596114434
3214,1285760854722478080
3214,1280979352042106880
3214,1280894464505118723
3214,1280757612217171968
3214,1280499491163049984
3214,1280386868098498560
3214,1280386194618998784
3214,1280380957787172865
3214,1280326563784011776
3214,1280287066446856193
3214,1280262797088169984
3214,1280257774111293440
3215,1280597155695091712
3226,1283810618189938693
3243,1284985315170480129
3249,1284910956846419968
3272,1278769337784872960
3293,1280457678142279685
3293,1279512344075341825
3293,1279460543179431936
3315,1286146782355812352
3315,1278274366313304064
3333,1297044973968400384
3354,1291909515689033728
3414,1288572820159713283
3425,1298228668204896258
3425,1282020270010580992
3425,1281602725348872199
3468,1288127153729486850
3468,1284223895407603715
3468,1283883665638948873
3468,1283882623744512002
3468,1283876325518970881
3470,1284382413506908160
3470,1284382412579930113
3470,1283959634433396738
3470,1283959629203087363
3500,1281829444043382784
10063,1280865306475454465
10065,1282419733749542913
10074,1288996001664172037
