news_id,tweet_id,reply_id
2731,1290232780161310721,1290247273381801984
2817,1292944851445485568,1292944851940433921
2926,1291019363726708736,1291019674390392833
2926,1291019363726708736,1291019675652853761
2926,1291019363726708736,1291019677041270784
2926,1291019363726708736,1291019678228164609
2926,1291019363726708736,1291019679280975874
2926,1291019363726708736,1291019680270790656
2926,1291019363726708736,1291019681046831106
2926,1291019363726708736,1291019674390392833
2926,1291019363726708736,1291019677041270784
2926,1291019363726708736,1291019678228164609
2926,1291019363726708736,1291019679280975874
2926,1291019363726708736,1291019680270790656
2926,1291019363726708736,1291019681046831106
2948,1279402748438593538,1279423046638612480
3008,1298749761042997248,1298826575312351232
3060,1297870319399690241,1297870446919114752
3293,1279460543179431936,1279463826111553543
3425,1298228668204896258,1298228687981043712
3425,1298228668204896258,1298228708172390400
3468,1283882623744512002,1283883340270055425
3468,1283882623744512002,1283890311429750784
10074,1288996001664172037,1294592179642531841
10074,1288996001664172037,1294602961683980289
10074,1288996001664172037,1294603702393856002
10074,1288996001664172037,1294639628746711047
10074,1288996001664172037,1294640261696573442
10074,1288996001664172037,1296148722359861248
10074,1288996001664172037,1296150037773398018
10074,1288996001664172037,1296150717636509697
10074,1288996001664172037,1288997159669501952
10074,1288996001664172037,1289175345682198529
10074,1288996001664172037,1294592179642531841
10074,1288996001664172037,1294602961683980289
10074,1288996001664172037,1294603702393856002
10074,1288996001664172037,1294639628746711047
10074,1288996001664172037,1294640261696573442
10074,1288996001664172037,1296148722359861248
10074,1288996001664172037,1296150037773398018
10074,1288996001664172037,1296150717636509697
10074,1288996001664172037,1296154080126087169
10074,1288996001664172037,1288998723620667393
10074,1288996001664172037,1296148515647885312
10074,1288996001664172037,1296149161709101063
10074,1288996001664172037,1296149407000342529
10074,1288996001664172037,1296149962791817217
10074,1288996001664172037,1296173652300324864
10074,1288996001664172037,1296213676903616512
10074,1288996001664172037,1296225083904724992
10074,1288996001664172037,1288997159669501952
10074,1288996001664172037,1296150717636509697
10074,1288996001664172037,1296154080126087169
10074,1288996001664172037,1288998723620667393
10074,1288996001664172037,1296148515647885312
10074,1288996001664172037,1296149161709101063
10074,1288996001664172037,1296149407000342529
10074,1288996001664172037,1296149962791817217
10074,1288996001664172037,1296173652300324864
10074,1288996001664172037,1296213676903616512
10074,1288996001664172037,1296225083904724992
10074,1288996001664172037,1288997159669501952
10074,1288996001664172037,1289175345682198529
