index,tweet_id
100338,1300479046636179456
100338,1300401882066825217
100338,1298960028897079297
100338,1298843581596262401
100338,1298802468730667008
100338,1298551702061228033
100338,1298371227002830857
100338,1297962523413614593
100338,1297917853643964417
100338,1297847142351085568
100338,1297422320580153345
100338,1296743182592548864
100338,1295623638457159680
100338,1295534320568774658
100338,1293347601501184001
100338,1293331007333175298
100338,1293221130971385859
100338,1292816631652069377
100338,1292176685685772288
100338,1292119263059283968
100338,1291810681537339392
100338,1291765993539276800
100338,1291681852579872768
100338,1291555312202391554
100338,1291406777045733378
100338,1290694486364786689
100338,1290264687989252097
100338,1288957347545731079
100338,1288634092918054913
100338,1288579177063604224
100338,1288283175878373377
100338,1287746127660376065
100338,1286911611622559744
100338,1286753722056544257
100338,1286413096777637890
100338,1286316624191135745
100338,1285601602452299776
100338,1285579308052779014
100338,1285182080343842817
100338,1284904510251507714
100338,1284657072915677184
100338,1284551729493823498
100338,1284258818021642241
100338,1283997783960117248
100338,1283743289565478914
100338,1283449237515239425
100338,1283224234635022341
100338,1283028776956329985
100338,1282684417958391808
100338,1282664471014420482
100338,1281895001371410434
100338,1281431797260341249
100338,1281409719308103682
100338,1281008871516131329
100338,1281000710268686336
100338,1280861762385035264
100338,1280842792823029762
100338,1280617357736624129
100342,1298802468730667008
100343,1290264687989252097
100343,1288634092918054913
100343,1288283175878373377
100343,1283028776956329985
100345,1297847142351085568
100348,1299161972231950338
100348,1298790245505421312
100348,1298448557255659522
100348,1297927619850186752
100348,1297882254325223425
100348,1297530526388060165
100348,1296412963994247169
100348,1295757162996801537
100348,1295298892280614912
100348,1295027898257035266
100348,1294767688858779653
100348,1294717980966887425
100348,1294704713498267649
100348,1294356461456326657
100348,1294348432090394624
100348,1294331747367190528
100348,1294024101858652160
100348,1293999208245190656
100348,1293452948815646720
100348,1293209001719627776
100348,1292934128300695553
100348,1292834968994021381
100348,1292783181842849792
100348,1292647250032603141
100348,1292126285083353089
100348,1292012135061561345
100348,1291761416924549120
100348,1291114454105505792
100348,1291104242346983425
100348,1291025039219757056
100348,1290919914585260032
100348,1290749995503755270
100348,1290389794607058946
100348,1290323305233297408
100348,1290139367483179008
100348,1289975416397025280
100348,1289411255904526337
100348,1289278994257285121
100348,1289064475103055873
100348,1288943774358474757
100348,1288676070829379585
100348,1288657575928459264
100348,1288521130333089792
100348,1288202566703120386
100348,1287851699827343361
100348,1287686145568944128
100348,1287166538798243843
100348,1287081677538447360
100348,1286805064632344576
100348,1286752864702889984
100348,1286678580311752704
100348,1286523389239152640
100348,1286346356060237827
100348,1286341419003764737
100348,1286233481291403264
100348,1285894551849144321
100348,1285229601434763266
100348,1285104426940760064
100348,1284870062449602560
