news_id,tweet_id,reply_id
17,1255484783884369921,1254913226325872642
17,1255484783884369921,1254985211265159169
17,1255484783884369921,1255484999203258370
26,1249534887691984897,1249535327829712898
26,1249534887691984897,1249536037489184769
26,1249534887691984897,1249536406692610053
26,1249534887691984897,1249540796308762626
26,1249534887691984897,1249555510103289858
26,1249534887691984897,1249556554073939969
26,1249534887691984897,1249639179954409473
26,1249534887691984897,1249535976843677698
26,1249534887691984897,1249535999379673088
26,1249534887691984897,1249920095050010625
26,1249534887691984897,1249697278417403912
26,1249534887691984897,1249576215582609408
26,1249534887691984897,1249595695570378753
26,1249534887691984897,1249800131643351041
26,1249534887691984897,1249537702749495296
26,1249534887691984897,1249550487516372996
26,1249534887691984897,1249654988533620736
26,1250174164268396544,1250176309478789120
26,1250174164268396544,1250176854352375812
26,1247680031423254529,1247689195486720000
26,1247618373883740162,1247883341526777859
26,1247608761428185094,1247609349956079616
26,1247608259042783234,1247609556395610112
38,1249754108107485189,1249758111159771136
38,1249754108107485189,1249764999410733057
38,1249754108107485189,1249777463883898888
38,1249754108107485189,1249754556663136258
38,1249754108107485189,1249756159428431872
38,1249754108107485189,1249758816582938629
38,1249754108107485189,1249756036283731968
38,1249754108107485189,1249756489046208512
38,1249754108107485189,1249769486351122433
38,1249754108107485189,1249754970020360193
38,1249754108107485189,1249755702303830016
38,1249754108107485189,1249763966009503749
38,1249754108107485189,1249754682861510658
38,1249754108107485189,1249756158732013569
38,1249754108107485189,1249760097527427073
38,1249755471080239106,1249803365095215106
38,1249755471080239106,1249812199109013504
38,1249755471080239106,1249756261920333824
38,1249755471080239106,1249757968238891008
38,1249755471080239106,1249773266505535494
38,1249755471080239106,1249764054811508736
38,1249803379754369027,1249803818373529600
38,1249803379754369027,1249806677832077315
38,1249803379754369027,1249806127740657670
38,1249803379754369027,1249807470517682178
38,1250053681665507330,1250054284915412992
38,1249766660916932614,1249768261161562112
38,1249766660916932614,1249768226730450945
38,1249835439927762945,1249837641949904896
38,1249792092030853120,1249795734087413761
46,1249536744686583808,1249545067058118659
46,1249536744686583808,1249543847908184064
46,1249536744686583808,1249820724862357505
46,1249536744686583808,1249829019933200384
46,1249536744686583808,1249931652396199942
46,1249536744686583808,1250029693455290368
46,1249536744686583808,1250033794440204289
46,1249536744686583808,1249773809936347136
