index,tweet_id
0,1256367833346445312
0,1256336927483023360
0,1256328275564982272
0,1256325469474963461
0,1256322568367116290
0,1256306276927066113
0,1256299885256679426
0,1256278079745351680
0,1256271668835745793
0,1256271615731662853
0,1256271563432886278
0,1256259586991915015
0,1256252087874260994
0,1256251910274846720
0,1256246312573509632
0,1256244784597020673
0,1256239150749175809
0,1256237343171887107
0,1256229855525588994
0,1256229525689643008
0,1256229296542289922
0,1256229075687014400
0,1256226161694248960
0,1256226161509707777
0,1256225358455726086
0,1256224741276385283
0,1256223674685939713
0,1256223674677501952
0,1256223674597879809
0,1256223586949509120
0,1256222974312660995
0,1256222943396454414
0,1256221048846024704
0,1256216082693701633
0,1256205735131852800
0,1256203989831598081
0,1256203986853601280
0,1256185384050065408
0,1256182834865340417
0,1256180357839441920
0,1256151758511972352
0,1256149641248354304
0,1256128573854879744
0,1256118508351623168
0,1256116953728651265
0,1256115272114675712
0,1256107505756880896
0,1256088230526545925
0,1256087464168402945
0,1256087088556134400
0,1256083784686096385
0,1256081333669036032
0,1256076503651160064
0,1256071989510299649
0,1256068398083121153
0,1256062026260123648
0,1256057103476809728
0,1256038878391209986
0,1256035724563935233
0,1255996330687766535
0,1255967390271062017
0,1255955094408957954
0,1255944369548427265
0,1255930694225674240
0,1255919179984785410
0,1255906500654125057
0,1255905807960547329
0,1255897199939993608
0,1255882099061489666
0,1255881689341050880
0,1255880482266296321
0,1255872753653043202
0,1255855065417551873
0,1255847102980259840
0,1255837303932510211
0,1255835815479033859
0,1255822340082057222
0,1255821464093298690
0,1255816321079615490
0,1255816099829932032
0,1255815651148460032
0,1255807140436103169
0,1255800872266878976
0,1255783563749965824
0,1255773899830300675
0,1255771391544229888
0,1255756300832645120
0,1255756044745224192
0,1255756041008091137
0,1255754631910653952
0,1255754628689530880
0,1255745787763527681
0,1255742318927208454
0,1255738053341167616
0,1255735044116807682
0,1255732161740759041
0,1255729647972749318
0,1255726000886779904
0,1255725046431023107
0,1255723993493012490
0,1255722231432245249
0,1255721984169701377
0,1255719948363509765
0,1255719724584853509
0,1255719284732342275
0,1255719171037581319
0,1255716258223239169
0,1255713041305358336
0,1255710674203770880
0,1255710666138308616
0,1255709246056009737
0,1255708730794090497
0,1255706829738344449
0,1255705060119543809
0,1255702144159809536
0,1255693082340790279
0,1255627958502535171
0,1255623387839430662
0,1255620007943376897
0,1255602950199824384
0,1255595035979943936
0,1255591461485150209
0,1255587957609766913
0,1255586908467494912
0,1255573129302118401
0,1255559267173699587
0,1255557766762168325
0,1255542966955003905
0,1255537737454759938
0,1255534812041031681
0,1255525152747589641
0,1255523927092314112
0,1255521923322298369
0,1255521292096278528
0,1255519819887194112
0,1255516369858297856
0,1255516089796132869
0,1255515338294386693
0,1255515209239855105
0,1255512682482057221
0,1255511335405838339
0,1255511335384817664
0,1255510249727025152
0,1255510166377844742
0,1255510052628246534
0,1255509636905566209
0,1255509496799145986
0,1255509401038999553
0,1255509006791192577
0,1255507629360758788
0,1255506513776586758
0,1255486242591997954
0,1255484318069198849
0,1255473156833398786
0,1255466386769563648
0,1255463624124006400
0,1255462818859692034
0,1255458081644982272
0,1255457894897680388
0,1255428835342012417
0,1255424121078456327
0,1255422921285292039
0,1255406258636632070
0,1255404972595908610
0,1255399240249073666
0,1255395779277135872
0,1255388875641565184
0,1255386316717666304
0,1255373766936453120
0,1255373723101782018
0,1255365276885008388
0,1255356781590700032
0,1255356545929555968
0,1255350524150452227
0,1255346190125871108
0,1255346183121362946
0,1255345735362662401
0,1255344065144598529
0,1255342883776970753
0,1255339754901684226
0,1255339580192104449
0,1255329671824236548
0,1255328231022100481
0,1255328052093083648
0,1255327278512439296
0,1255323227947175936
0,1255322395231031301
0,1255317618183016448
0,1255314115771412481
0,1255287327074721793
0,1255255727033266176
0,1255254507925180416
0,1255249153317392387
0,1255243707927969801
0,1255239497282969600
0,1255224515996590084
0,1255207493338378245
0,1255201444690616320
0,1255195327403040772
0,1255194566233255938
0,1255193115482349569
