index,tweet_id
100000,1253283636843089920
100001,1253965710520397828
100001,1253959004436467713
100001,1252584911183249409
100001,1252577361545043968
100001,1252173733617336320
100001,1252151876587569153
100001,1249369783872770049
100001,1248769535739604992
100001,1248763632940441609
100001,1248740659999256580
100011,1256331347322257408
100011,1255973586642370560
100011,1255897334736728065
100011,1255716088349962243
100011,1255519225218727936
100011,1255380886259929090
100011,1255348345557704704
100011,1255278143570694144
100011,1255135940068036609
100011,1255036616059609089
100011,1254929398442217472
100011,1254855054420348928
100011,1254576334896062464
100011,1254561052777472000
100011,1254538030335000580
100011,1254482168459464704
100011,1254356541861269504
100011,1254103429313593344
100011,1254030281759166464
100011,1253740740527550464
100011,1253738240126922755
100011,1253469592577437698
100011,1253413867398426625
100011,1253392522732167168
100011,1253356344762986496
100011,1253354840954109953
100011,1253354215403028482
100011,1253330069369401346
100011,1253324393662476289
100011,1253303587612037121
100011,1253296809734103040
100011,1253276193182400512
100011,1253274644662095873
100011,1253041608242724864
100011,1252990925137162240
100011,1252942733796392960
100011,1252716743295995904
100011,1252689863184388103
100011,1252633251874852865
100011,1252439293299011587
100011,1251933814034661377
100011,1251680036161302529
100011,1251547177047990272
100011,1251524821990674435
100011,1251490090414682112
100011,1251267253842014208
100011,1251217286767099905
100011,1250875432863502336
100011,1250692616829767680
100011,1250692470335307776
100011,1250691106297262080
100011,1250659631564800000
100011,1250580255372427264
100011,1250544667571216385
100011,1250478992337047554
100011,1250448658929274881
100011,1250333179359006721
100011,1250194805323264000
100011,1250158790349074432
100011,1250142275084136448
100011,1250039533371973634
100011,1249976913675857921
100011,1249976300334432256
100011,1249936244898803719
100011,1249848145938350082
100011,1249806348797259777
100011,1249602131650383878
100011,1249474267625840641
100011,1249322802383118337
100011,1249317112432201728
100011,1249312896032608257
100011,1249132096993538048
100011,1249074804554072065
100011,1249016796113514502
100011,1248969149499334656
100011,1248804483275976704
100011,1248780614892810240
100011,1248780133843865600
100011,1248780081691910144
100011,1248779780679491586
100011,1248778880262995968
100011,1248738224513703936
100011,1248728855382093824
100011,1248717007102640138
100011,1248717006951645190
100011,1248717005101858817
100011,1248717005013868550
100011,1248693614202454017
100011,1248675273639448578
100011,1248556808559628288
100011,1248493468151721990
100011,1248490841053605888
100011,1248358360774332416
100011,1248288329029881856
100011,1248206877592293377
100011,1247956297082798080
100011,1247925796724858880
100011,1247901281156337669
100011,1247871822197972993
100011,1247683860277727233
100011,1247612418097844225
