news_id,tweet_id,reply_id
968,1306185322540171265,1306188087563874305
968,1306185322540171265,1306189142846517248
968,1306185322540171265,1306189193404657670
968,1306185322540171265,1306189260916228097
968,1306185322540171265,1306193586862555136
968,1306185322540171265,1306194896244617217
968,1306185322540171265,1306197061923205122
968,1306185322540171265,1306198751543992320
968,1306185322540171265,1306199347219042305
968,1306185322540171265,1306200852512886787
968,1306185322540171265,1306201714786291713
968,1306185322540171265,1306257499260059648
968,1306185322540171265,1306202950201606144
968,1306185322540171265,1306203758842449922
968,1306185322540171265,1306204465486233601
968,1306185322540171265,1306204538546933762
968,1306185322540171265,1306206519311192064
968,1306185322540171265,1306207828143747072
968,1306185322540171265,1306208265274109952
968,1306185322540171265,1306210386593677313
968,1306185322540171265,1306211206965886978
968,1306185322540171265,1306298531917987840
968,1306185322540171265,1306211860002332672
968,1306185322540171265,1306212075019153409
968,1306185322540171265,1306212457560641536
968,1306185322540171265,1306214115921268737
968,1306185322540171265,1306235193431404546
968,1306185322540171265,1306268399148896257
968,1306185322540171265,1306378883479015424
968,1306185322540171265,1306426280359931905
968,1306185322540171265,1306703253929897984
968,1306185322540171265,1306203756586053632
968,1306185322540171265,1306210895241113601
968,1306185322540171265,1306214354942144512
968,1306185322540171265,1306216355788656642
968,1306185322540171265,1306216968714948610
968,1306185322540171265,1306219600040861696
968,1306185322540171265,1306221112980725760
968,1306185322540171265,1306222654597152768
968,1306265744062255104,1306268765848588297
968,1306265744062255104,1306269570378932224
