news_id,tweet_id,reply_id
100001,1242474839966765056,1242474835512446976
100001,1242474839966765056,1242474843137703938
100001,1242400142335983619,1242388627943878657
100001,1242400142335983619,1242400453700096001
100003,1248606541793488896,1248609022841729028
100003,1248606541793488896,1248621862130561024
100003,1248606541793488896,1248606913262055427
100003,1248606541793488896,1248607212194463744
100003,1248606541793488896,1248623198653911044
100003,1248606541793488896,1248609651450507271
100003,1248606541793488896,1248638307803762688
100003,1248606541793488896,1248670175509037056
100003,1248606541793488896,1248615587317600257
100003,1251668952993927170,1251670608640798720
100003,1251668952993927170,1251671746253553664
100003,1251668952993927170,1251673680364687363
100003,1251668952993927170,1251676181944045570
100003,1251668952993927170,1251680104448528384
100003,1251668952993927170,1251669889607032833
100003,1251668952993927170,1251684150547021824
100003,1251668952993927170,1251693789032243200
100003,1251668952993927170,1251872442806685696
100003,1251668952993927170,1251688697474347008
100003,1251668952993927170,1251678552359161861
100003,1251668952993927170,1251682818779906048
100003,1250848833069875209,1250850275360792583
100003,1250848833069875209,1250851634369794049
100003,1250848833069875209,1250849951107518465
100003,1250848833069875209,1250997487999102976
100003,1250848833069875209,1250851204718092289
100003,1250848833069875209,1250993129659854849
100003,1250848833069875209,1251153408431546370
100003,1250848833069875209,1250874682473144320
100003,1250848833069875209,1250852012226424832
100003,1250848833069875209,1250908845217583108
100003,1243627724742242308,1243655465902407683
100003,1243627724742242308,1243629411141853185
100003,1243627724742242308,1243629517463314432
100003,1243627724742242308,1243653576099917824
100003,1243627724742242308,1243723006779817984
100003,1243627724742242308,1243730187512152067
100003,1243627724742242308,1243763240485687297
100003,1243627724742242308,1243799117828108288
100003,1243627724742242308,1243853968876470272
100003,1243627724742242308,1243667062305755137
100003,1243627724742242308,1243765868137504768
100003,1239206682980429824,1239209284958904320
100003,1239206682980429824,1239207410646093825
100003,1239206682980429824,1239207087428849665
100003,1239206682980429824,1239207130227302400
100003,1239206682980429824,1239207520293588992
100003,1239206682980429824,1239207788557094914
100003,1239206682980429824,1239208596593717248
100003,1239206682980429824,1239208725233180672
100003,1239206682980429824,1239208890266517504
100003,1239206682980429824,1239223471181365249
100003,1239206682980429824,1239213907853676544
100003,1239975942820229129,1239977565399310336
100003,1239975942820229129,1239979380803162113
100003,1239975942820229129,1239995744733388800
100003,1239975942820229129,1239978681394577410
100003,1239975942820229129,1239982724141559808
100003,1239975942820229129,1239983993983885312
100003,1239975942820229129,1240027181784367109
100003,1239975942820229129,1240086946086637568
100003,1237804934759882754,1238176006050959360
100003,1237804934759882754,1238182676986621952
100003,1237804934759882754,1237808066751614977
100003,1237804934759882754,1237809129030328321
100003,1237804934759882754,1237807213067898880
100003,1237804934759882754,1237808584827772928
100003,1237804934759882754,1237811671990767618
100003,1237804934759882754,1237815346922491909
100003,1237804934759882754,1237889145394978816
100003,1237804934759882754,1238212185203134465
100003,1237804934759882754,1238085928528330757
100003,1237804934759882754,1238118677301669893
100003,1237804934759882754,1238594810430156800
100003,1237804934759882754,1238595333308940289
100003,1237804934759882754,1237805493478924289
100003,1237804934759882754,1237807468941438976
100003,1237804934759882754,1237897606300196864
100003,1248605782813392896,1248613705966747649
100003,1248605782813392896,1248607112407769089
100003,1248605782813392896,1248607056682196992
100003,1248605782813392896,1248781320832024576
100003,1248605782813392896,1248980520152829958
100003,1247448470283313154,1247454821013168128
100003,1247448470283313154,1247449068839763969
100003,1247448470283313154,1247449504720146432
100003,1247448470283313154,1247455050395459584
100003,1247448470283313154,1247451505319346176
100003,1247448470283313154,1247449263916945408
100003,1247448470283313154,1247458413627531265
100003,1247448470283313154,1247454460386971649
100003,1247448470283313154,1247527997726310410
100003,1252408181260603395,1252999734748344321
100003,1252408181260603395,1253001800317390850
100003,1252408181260603395,1252412350184820740
100003,1252408181260603395,1252482761400766470
100003,1252408181260603395,1252576964591919104
100003,1252408181260603395,1252498470633705472
100003,1252408181260603395,1252411308437155841
100003,1248762939261116421,1248764840950280192
100003,1248762939261116421,1248993644172005376
100003,1248762939261116421,1249014718947360769
100003,1248762939261116421,1249029472319344640
100003,1248762939261116421,1248993919553110018
100003,1248762939261116421,1248993799503839233
100003,1237534484406263808,1237534961332187136
100003,1237534484406263808,1237535508596588544
100003,1237534484406263808,1237537392635985920
100003,1237534484406263808,1237540527194529793
100003,1237534484406263808,1237535742898753536
100003,1237534484406263808,1237546892755517441
100003,1237534484406263808,1237553736139960321
100003,1237534484406263808,1237565002942279681
100003,1237534484406263808,1237666884809641989
100003,1238143220321783815,1238200033675079681
100003,1238143220321783815,1238201707311452160
100003,1238143220321783815,1238202890302472202
100003,1238143220321783815,1238202900763066380
100003,1238143220321783815,1238360177059024896
100003,1238143220321783815,1238360913146716160
100003,1238143220321783815,1238361489087610881
100003,1238143220321783815,1238180243141283841
100003,1238143220321783815,1238190682856198146
100003,1256167023148765186,1256165530748289025
100003,1256167023148765186,1256168926255484929
100003,1256167023148765186,1256184225604263941
100003,1256167023148765186,1256185921411702789
100003,1256167023148765186,1256184279954063360
100003,1256167023148765186,1256188206661414913
100003,1241890738755047424,1243710027661217800
100003,1241890738755047424,1242017033857966080
100003,1241890738755047424,1242041079899308032
100003,1241890738755047424,1242044806542422016
100003,1241805420181757957,1241807727371800576
100003,1241805420181757957,1241805847442800640
100003,1241805420181757957,1241805884994383872
100003,1238204465624170497,1238211117257613313
100003,1238204465624170497,1238205091909267456
100003,1238204465624170497,1238207019909369856
100003,1238204465624170497,1238208560451842048
100003,1240237378041778176,1240375204460875778
100003,1240237378041778176,1240394489392508930
100003,1240237378041778176,1240253773785726977
100003,1240237378041778176,1240262653743955968
100003,1240237378041778176,1240307178994651137
100003,1240237378041778176,1240497937576230912
100003,1235267210974613504,1235268339099893760
100003,1235267210974613504,1235268704515936257
100003,1235267210974613504,1235270508859490304
100003,1235267210974613504,1235269695898558465
100003,1235267210974613504,1235267927223316481
100003,1235267210974613504,1235268227833294849
100003,1254419960111067136,1254421929865314306
100003,1254419960111067136,1254498912364183553
100003,1254419960111067136,1254499339759542273
100003,1254419960111067136,1254420829426810881
100003,1254419960111067136,1254436679399739396
100003,1248734135188848641,1248677527666577408
100003,1248734135188848641,1248683183106936832
100003,1248734135188848641,1248726852853694470
100003,1247591558809075712,1247519795114700801
100003,1247591558809075712,1247521464913461248
100003,1247591558809075712,1247536407507173378
100003,1247591558809075712,1247613322351919105
100003,1247591558809075712,1247674929002266624
100003,1247591558809075712,1247647221539094528
100003,1244872708774453248,1244870181106716672
100003,1244872708774453248,1244875035497631744
100003,1244872708774453248,1244875225713557504
100003,1244872708774453248,1244874233857093635
100003,1238473326324060160,1238471310516387840
100003,1238473326324060160,1238495497687613441
100003,1233880402344828928,1233883513809584128
100003,1233880402344828928,1233884365181968384
100003,1233880402344828928,1233885679538466816
100003,1233880402344828928,1233886228275027969
100003,1233880402344828928,1233886870599110656
100003,1233880402344828928,1233887769027633153
100003,1233880402344828928,1233888201451827201
100003,1233880402344828928,1233880885444763649
100003,1233880402344828928,1233888213980176384
100003,1255841759877349376,1255830100593053697
100003,1255841759877349376,1255839914907693059
100003,1255841759877349376,1255846351470055425
100003,1255841759877349376,1255843980836626433
100003,1254441536261099522,1247877081507209216
