news_id,tweet_id,reply_id
100000,1253283636843089920,1253282699688771584
100000,1253283636843089920,1253285820485767169
100001,1253959004436467713,1253791593179611141
100001,1253959004436467713,1253802862372704261
100001,1253959004436467713,1253811649498230784
100001,1253959004436467713,1253941407997399040
100001,1253959004436467713,1253949374268309504
100001,1253959004436467713,1253951506941988865
100001,1253959004436467713,1253952792286375936
100001,1253959004436467713,1253955416268124160
100001,1253959004436467713,1253956192784789504
100001,1253959004436467713,1253961070621995014
100001,1252151876587569153,1252151877812264960
100001,1252151876587569153,1252151879070560256
100001,1252151876587569153,1252151880375054338
100001,1252151876587569153,1252151881528467457
100011,1242578357495218176,1242578755098497024
100011,1242578357495218176,1242578982681210881
100011,1242578357495218176,1242578518304788487
100011,1242578357495218176,1242582375441354753
100011,1242578357495218176,1242582235141865472
100011,1242578357495218176,1242622760926486530
100011,1242578357495218176,1242581349434826757
100011,1242578357495218176,1242579356922372097
100011,1242578357495218176,1242584570471632903
100011,1242578357495218176,1242580356399857665
100011,1242578357495218176,1242578772190277638
100011,1242578357495218176,1242579954044411905
100011,1242578357495218176,1242578760194547713
100011,1242578357495218176,1242585437043974144
100011,1242578357495218176,1242588174616051714
100011,1242578357495218176,1242581029992439815
100011,1242578357495218176,1242578827064336385
100011,1242578357495218176,1242579706316312576
100011,1242578357495218176,1242580557579587591
100011,1242578357495218176,1242588355440914432
100011,1242578357495218176,1242579469564436480
100011,1242578357495218176,1242579797147914240
100011,1242578357495218176,1242580377195220993
100011,1242578357495218176,1242580399383027712
100011,1242578357495218176,1242578803840430080
100011,1242578357495218176,1242603048125464576
100011,1242578357495218176,1242613316645580802
100011,1242578357495218176,1242596854174494722
100011,1242578357495218176,1242601226077736960
100011,1242578357495218176,1242601958831050752
100011,1242578357495218176,1242606859514572802
100011,1242578357495218176,1242617443370987521
100011,1242578357495218176,1242591524535189504
100011,1242578357495218176,1242592659090309120
100011,1242578357495218176,1242619782517661700
100011,1242578357495218176,1242620198794014721
100011,1242578357495218176,1242626510403616770
100011,1242578357495218176,1242626921113976833
100011,1242578357495218176,1242627007659356167
100011,1242578357495218176,1242630153663963137
100011,1242578357495218176,1242630184521486336
100011,1242578357495218176,1242590941858365440
100011,1242578357495218176,1242578847301873669
100011,1242578357495218176,1242578888108187656
100011,1242578357495218176,1242579477923651585
100011,1242578357495218176,1242579492016553984
100011,1242578357495218176,1242580150115500032
100011,1242578357495218176,1242580599925288973
100011,1242578357495218176,1242581434293866496
100011,1242578357495218176,1242584089519099904
100011,1242578357495218176,1242586199065341952
100011,1242578357495218176,1242590833431412736
100011,1242578357495218176,1242630315631247360
100011,1242578357495218176,1242630386305232896
100011,1242578357495218176,1242631674179051522
100011,1242578357495218176,1242635213001220096
100011,1242578357495218176,1242640282681655296
100011,1242578357495218176,1242662554557530112
100011,1242578357495218176,1242690540291993600
100011,1242578357495218176,1242871913334149122
100011,1242578357495218176,1242584647348957186
100011,1242578357495218176,1242578950649311234
100011,1242578357495218176,1242587274916671489
100011,1242578357495218176,1242582658519007234
100011,1242578357495218176,1242590547308666882
100011,1242578357495218176,1242578574823038979
100011,1242578357495218176,1242579208259489792
100011,1242578357495218176,1242578790871695366
100011,1242578357495218176,1242579685839527936
100011,1242578357495218176,1242581715782004736
100011,1242578357495218176,1242590847012442112
100011,1242578357495218176,1242632124215242752
100011,1242578357495218176,1242633232430108679
100011,1242578357495218176,1242655114512551938
100011,1242578357495218176,1242663664437448704
100011,1242578357495218176,1242737176485474304
100011,1242578357495218176,1242581713760530434
100011,1242578357495218176,1242579250118406144
100011,1242578357495218176,1242583657061044225
100011,1242578357495218176,1242591082690613250
100011,1242578357495218176,1242591959363063813
100011,1242578357495218176,1242578948292112386
100011,1242578357495218176,1242578855870615552
100011,1242578357495218176,1242579312286535682
100011,1242578357495218176,1242579609780129792
100011,1242578357495218176,1242579872339329026
100011,1242578357495218176,1242585608804921345
100011,1242578357495218176,1242591935174529024
100011,1242578357495218176,1242596667314110465
100011,1248778880262995968,1248786780566040576
100011,1248778880262995968,1248779442672951296
100011,1248778880262995968,1248780747181363202
100011,1248778880262995968,1248782138121519105
100011,1248778880262995968,1248803426915549186
100011,1248778880262995968,1248787863388524546
100011,1248778880262995968,1248831895934304256
100011,1248778880262995968,1248949054836523011
100011,1248778880262995968,1248785501462630400
100011,1248778880262995968,1248787057188769792
100011,1248778880262995968,1248794023176871937
100011,1248778880262995968,1248844731012046856
100011,1248778880262995968,1248948721842130945
100011,1248778880262995968,1249187117021921282
100011,1248778880262995968,1249198030873677824
100011,1248778880262995968,1248781864325623808
100011,1248778880262995968,1249002519298220032
100011,1248778880262995968,1248800466445746176
100011,1248778880262995968,1248779221163524096
100011,1248778880262995968,1248787009939877888
100011,1242813520221065216,1242822191407865857
100011,1242813520221065216,1242823388717965312
100011,1242813520221065216,1242813718091702272
100011,1242813520221065216,1242814710698795008
100011,1242813520221065216,1242814405462626307
100011,1242813520221065216,1242814999707267074
100011,1242813520221065216,1242815631864586240
100011,1242813520221065216,1242833132652580865
100011,1242813520221065216,1242814620060000256
100011,1242813520221065216,1242814768269815808
100011,1242813520221065216,1242815681164427264
100011,1242813520221065216,1242815854825181184
100011,1242813520221065216,1242816701647015937
100011,1242813520221065216,1242824413483094018
100011,1242813520221065216,1242876584874434561
100011,1242813520221065216,1242932781895880704
100011,1242813520221065216,1242815181303889921
100011,1242813520221065216,1242816742671482885
100011,1242813520221065216,1242823120500727810
100011,1237028749977227266,1237031487712759817
100011,1237028749977227266,1237032166544072705
100011,1237028749977227266,1237032073896046595
100011,1237028749977227266,1237036089078054913
100011,1237028749977227266,1237073099968954368
100011,1237028749977227266,1237154473606250502
100011,1237028749977227266,1237197232698470400
100011,1237028749977227266,1237037222278266880
100011,1237028749977227266,1237073122253250560
100011,1237028749977227266,1237099480878592000
100011,1237028749977227266,1237114181838610433
100011,1237028749977227266,1237201340843069440
100011,1237028749977227266,1237335489981689857
100011,1237028749977227266,1237199859721146368
100011,1237028749977227266,1238083681035616256
100011,1248738224513703936,1248749377524555778
100011,1248738224513703936,1248744217813356547
100011,1248738224513703936,1248793617281372160
100011,1242922087309881351,1242918962649870345
100011,1242922087309881351,1242962391974871040
100011,1242922087309881351,1243034972618801152
100011,1242922087309881351,1243523564650799104
100011,1242922087309881351,1243089256999944193
100011,1242887028288749568,1242887449547649024
100011,1242887028288749568,1242905981153148930
100011,1242587275776516096,1242587104330350592
100011,1242587275776516096,1242587695311917068
100011,1242587275776516096,1242588110661263360
100011,1242587275776516096,1242621865279000576
100011,1242587275776516096,1242756604921085953
100011,1242587275776516096,1242593376601624577
100011,1239513631794085889,1239514372600475648
100011,1239513631794085889,1239515061594591233
100011,1239513631794085889,1239516012506120192
100011,1238929204139286528,1238931447299407877
100011,1238929204139286528,1238945698462281729
100011,1238929204139286528,1238956656706412544
100011,1238211457000427520,1238212752310595585
100011,1238211457000427520,1238213288481026049
100011,1238211457000427520,1238216395994718209
100011,1238211457000427520,1238211737871998976
100011,1238211457000427520,1238212530272690177
100011,1253296809734103040,1253273783961444352
100011,1253296809734103040,1253302691788279813
100011,1253296809734103040,1253303163743907845
100011,1253296809734103040,1253321991823618049
100011,1253296809734103040,1253428819727233025
100011,1247007077790146560,1246951540906172418
100011,1247007077790146560,1246956669994561536
100011,1247007077790146560,1247003740852432896
100011,1247007077790146560,1247011094511652864
100011,1241063352631201792,1241086139374673926
100011,1241063352631201792,1241090082972581892
100011,1241063352631201792,1241063506872582145
100011,1241063352631201792,1241064362917482496
100011,1237843651960532992,1237845490500165644
100011,1237843651960532992,1237856699018432516
100011,1237843651960532992,1237851216412958723
100011,1237446005387333634,1237446352528904193
100011,1237446005387333634,1237447398462492672
100011,1237446005387333634,1237447517924732928
100011,1237446005387333634,1237447687462629376
100011,1237446005387333634,1237447815183425538
100011,1237446005387333634,1237448018053513216
100011,1237446005387333634,1237449937991933960
